ph,turbidity,conductivity,chlorine,temperature,pressure,flow,Risk_Index,Probable_Cause
7.63,1.49,589.78,0.22,20.92,2.47,36.71,56,Stagnation
7.52,0.69,393.61,0.62,12.0,3.08,317.11,4,Normal
6.87,0.51,463.12,0.65,18.31,2.89,362.88,13,Normal
7.04,0.29,354.19,0.97,13.83,2.94,316.7,5,Normal
7.15,0.49,229.08,1.12,14.73,3.48,253.02,15,Normal
6.66,0.62,434.65,0.7,10.41,3.46,370.71,5,Normal
6.45,0.41,566.42,0.86,13.53,2.92,243.96,14,Normal
6.82,1.73,265.71,0.12,23.77,2.06,20.76,67,Stagnation
7.56,0.61,338.27,1.36,18.62,3.08,254.99,0,Normal
7.08,0.56,381.14,1.28,10.41,2.55,309.04,6,Normal
6.61,4.75,669.58,0.05,17.79,3.1,303.45,97,Contamination
7.16,0.74,268.75,1.16,9.99,2.75,239.37,15,Normal
7.43,0.49,398.65,0.67,14.1,2.77,319.17,15,Normal
6.9,0.77,232.44,0.76,20.03,2.87,234.26,14,Normal
7.27,0.4,316.41,0.67,23.31,2.92,203.72,2,Normal
7.65,0.62,323.35,0.72,17.02,2.93,203.7,7,Normal
7.74,0.41,549.56,1.38,12.0,3.31,267.43,8,Normal
6.64,0.42,439.76,0.86,14.08,3.34,305.32,9,Normal
6.95,0.64,419.77,0.24,16.29,3.12,301.01,14,Normal
7.47,0.37,433.65,0.53,16.22,3.59,250.26,15,Normal
6.97,0.36,413.0,0.68,16.26,3.25,326.72,3,Normal
6.67,0.7,493.74,1.25,16.12,3.07,351.62,8,Normal
6.4,1.74,1115.63,0.77,15.61,2.19,232.91,76,Corrosion
6.9,0.66,290.18,0.77,13.78,1.23,47.71,37,Pression Faible
5.84,6.72,960.77,0.1,18.9,3.08,370.53,81,Contamination
5.88,2.04,1074.34,0.95,15.44,3.36,237.27,64,Corrosion
7.21,0.5,306.54,1.02,19.19,3.13,301.55,13,Normal
7.15,0.57,474.98,1.18,14.0,3.1,324.0,7,Normal
6.9,0.53,183.87,1.14,16.98,3.22,280.25,1,Normal
7.29,0.78,541.38,0.99,15.42,3.33,224.96,11,Normal
6.74,8.67,1492.56,0.07,11.98,2.89,270.5,82,Contamination
7.3,0.34,297.43,0.38,18.67,2.88,307.86,3,Normal
6.0,1.65,648.19,0.5,13.83,2.95,202.26,57,Corrosion
7.72,0.71,480.84,0.96,19.54,2.93,298.44,11,Normal
7.14,7.4,1391.07,0.03,15.87,3.09,335.76,99,Contamination
7.34,0.41,429.27,0.16,25.61,2.14,25.73,45,Stagnation
7.34,1.88,446.51,0.01,23.12,2.38,17.76,65,Stagnation
6.93,0.85,438.42,1.03,14.25,3.09,314.01,6,Normal
7.23,6.23,1460.64,0.05,14.09,2.72,201.05,98,Contamination
7.81,0.67,316.99,0.92,13.09,3.46,229.01,8,Normal
7.23,0.48,482.68,0.97,9.73,2.92,251.39,5,Normal
7.22,0.79,226.06,0.76,13.34,2.89,337.01,9,Normal
7.15,0.58,337.42,1.07,17.33,2.78,339.07,8,Normal
7.22,1.11,379.86,1.01,14.88,1.17,85.18,36,Pression Faible
7.36,0.43,543.36,0.34,12.95,1.17,88.25,41,Pression Faible
8.26,2.28,1047.69,0.0,18.13,2.98,379.54,84,Contamination
7.24,1.11,458.38,0.77,10.77,1.28,50.16,45,Pression Faible
7.59,0.47,519.52,0.86,15.81,3.06,297.75,1,Normal
7.07,0.92,307.38,0.54,18.73,1.42,81.32,47,Pression Faible
8.17,1.07,582.27,0.12,19.95,3.05,39.91,62,Stagnation
6.9,7.45,1078.89,0.09,8.44,2.59,348.96,87,Contamination
7.13,0.54,265.32,1.55,18.57,2.94,279.77,10,Normal
7.82,9.96,1486.13,0.16,14.31,2.65,240.55,92,Contamination
7.33,0.54,384.8,1.24,18.7,2.54,270.15,8,Normal
7.83,0.97,370.18,0.2,19.42,2.41,33.29,52,Stagnation
7.03,0.66,343.11,1.42,14.62,3.2,337.3,2,Normal
7.01,0.1,436.08,1.02,16.67,2.93,278.48,8,Normal
8.3,0.46,523.4,0.04,21.33,2.4,21.97,68,Stagnation
7.37,0.78,447.0,1.03,12.04,3.16,407.82,15,Normal
7.09,0.42,343.89,0.85,6.76,3.12,257.72,0,Normal
5.71,7.51,875.39,0.03,23.87,2.48,223.37,82,Contamination
6.11,3.42,585.13,0.92,17.74,1.98,297.91,64,Corrosion
7.85,1.04,575.23,0.21,22.21,2.36,20.27,62,Stagnation
7.19,0.61,367.58,0.34,18.81,3.06,281.02,2,Normal
6.34,3.72,339.62,0.93,11.72,3.0,257.68,62,Corrosion
7.39,0.4,212.68,0.86,16.22,3.3,241.41,13,Normal
7.82,4.7,1308.73,0.02,18.73,3.17,238.65,95,Contamination
7.0,0.54,640.16,0.74,21.12,3.6,295.13,9,Normal
7.11,0.36,393.18,0.58,14.77,3.45,269.45,4,Normal
7.13,0.16,437.41,1.08,15.19,2.93,285.36,15,Normal
6.2,2.48,962.99,0.86,19.37,3.07,261.57,78,Corrosion
8.11,1.41,580.5,0.16,18.32,2.89,31.35,41,Stagnation
7.18,0.56,365.5,1.07,13.22,3.38,294.32,14,Normal
7.09,0.32,426.88,1.06,16.17,2.69,219.94,5,Normal
7.39,0.8,297.36,1.48,15.85,3.0,280.12,0,Normal
6.78,1.1,322.44,0.67,17.98,0.64,49.53,33,Pression Faible
7.19,0.56,448.47,0.91,22.59,2.93,288.46,4,Normal
6.36,6.25,1384.49,0.11,12.04,2.83,322.34,89,Contamination
7.38,0.5,454.24,0.76,19.67,3.3,232.75,8,Normal
6.88,0.29,467.8,0.61,14.01,3.14,296.69,11,Normal
7.28,0.29,459.49,0.82,14.03,3.07,305.15,11,Normal
7.51,0.82,420.05,0.1,19.25,2.36,33.88,60,Stagnation
6.82,0.73,526.96,0.63,19.07,2.96,320.93,12,Normal
7.3,1.66,490.61,0.02,19.67,2.06,31.88,63,Stagnation
7.73,1.53,438.2,0.0,20.64,2.85,25.15,47,Stagnation
7.24,0.28,433.66,0.86,18.14,3.23,275.21,2,Normal
5.95,2.06,616.11,0.54,16.59,2.93,258.91,50,Corrosion
7.11,0.69,406.35,1.21,9.68,1.82,314.19,2,Normal
6.77,0.46,369.79,1.48,16.2,3.05,341.85,7,Normal
7.31,0.41,507.15,0.67,15.97,2.54,310.2,14,Normal
7.26,0.84,243.5,0.82,17.47,3.1,309.02,10,Normal
6.24,4.82,1573.51,0.05,19.5,2.87,240.85,93,Contamination
7.87,1.45,680.56,0.0,23.65,2.11,31.57,55,Stagnation
7.49,0.1,379.51,0.83,12.89,3.12,356.03,12,Normal
7.16,0.54,411.43,1.0,11.73,3.33,314.76,3,Normal
7.32,0.34,354.08,0.95,10.4,2.49,269.96,11,Normal
7.42,4.69,894.36,0.01,16.18,2.79,408.28,84,Contamination
7.52,0.7,516.86,0.7,11.33,2.67,366.73,4,Normal
7.28,0.57,406.9,0.08,22.54,2.58,21.72,61,Stagnation
7.41,0.37,384.37,1.21,13.07,2.83,329.58,0,Normal
7.16,1.01,505.57,0.31,23.21,2.64,35.31,45,Stagnation
6.88,0.52,397.02,1.1,15.35,3.11,284.43,6,Normal
7.52,0.59,418.01,0.24,22.64,2.49,48.96,44,Stagnation
6.79,0.47,571.27,0.91,14.27,0.84,88.95,39,Pression Faible
7.72,0.65,435.97,0.07,22.51,2.16,42.52,67,Stagnation
7.47,0.43,378.36,0.96,12.67,2.87,286.49,3,Normal
7.68,0.69,493.47,1.11,11.65,2.99,348.52,3,Normal
6.82,0.63,632.26,1.32,19.24,3.07,348.4,12,Normal
6.98,0.66,465.44,1.09,18.95,2.84,290.65,13,Normal
7.23,0.29,422.69,0.48,18.14,3.01,273.96,4,Normal
6.95,0.45,468.83,1.16,12.88,2.75,332.84,2,Normal
6.98,0.51,412.38,1.09,17.57,2.62,204.44,9,Normal
5.77,3.94,1304.43,1.35,15.42,2.09,109.42,72,Corrosion
7.02,0.46,530.06,1.26,15.68,2.73,251.96,9,Normal
7.28,0.64,439.19,0.69,16.95,3.13,246.47,6,Normal
5.69,3.05,853.1,1.28,17.5,2.61,249.39,59,Corrosion
7.53,0.84,358.74,0.17,23.69,2.68,45.15,65,Stagnation
6.57,9.35,929.72,0.0,10.96,2.77,274.81,87,Contamination
7.36,0.55,280.7,0.88,13.89,2.47,250.95,3,Normal
6.97,0.79,419.15,1.2,10.5,3.36,365.06,2,Normal
6.6,0.36,449.58,1.19,12.96,2.91,270.13,0,Normal
7.23,1.16,322.9,1.2,12.65,0.95,96.37,49,Pression Faible
7.48,0.67,268.42,0.86,17.47,3.01,246.32,12,Normal
7.37,4.57,1738.36,0.13,20.42,3.31,303.24,98,Contamination
7.43,0.8,424.55,0.92,9.89,2.98,341.17,5,Normal
6.38,2.9,791.74,0.21,14.51,2.68,231.22,80,Corrosion
7.39,1.4,412.35,0.83,14.22,1.24,63.43,22,Pression Faible
7.24,0.59,420.97,1.14,16.3,2.47,331.84,2,Normal
7.0,0.28,289.55,1.13,14.33,2.5,323.9,6,Normal
6.77,0.53,423.85,1.27,20.35,2.59,297.38,1,Normal
7.12,0.93,421.57,0.79,13.68,0.87,99.76,32,Pression Faible
7.34,0.68,368.96,0.8,11.77,3.11,248.01,13,Normal
7.75,0.24,427.37,1.47,16.8,3.05,251.58,12,Normal
6.79,0.65,550.61,0.87,11.58,2.26,250.96,4,Normal
7.17,0.82,467.31,1.09,13.8,2.83,370.28,9,Normal
7.26,0.1,332.65,0.74,13.36,3.17,294.63,6,Normal
7.18,1.19,330.35,1.46,12.99,1.23,74.38,24,Pression Faible
7.24,0.59,443.38,0.77,11.63,3.75,275.8,12,Normal
7.41,0.18,372.04,0.96,16.42,2.18,308.31,2,Normal
6.86,0.56,296.37,0.74,14.18,2.68,276.22,13,Normal
5.52,1.03,1103.59,0.41,15.46,3.1,213.1,77,Corrosion
6.95,0.55,511.79,0.65,14.55,2.48,280.34,7,Normal
7.21,0.33,354.3,0.58,15.23,3.32,245.14,13,Normal
7.01,0.6,521.21,0.55,14.49,3.08,294.9,1,Normal
6.46,0.6,551.93,1.03,11.91,2.85,388.5,5,Normal
7.47,0.63,435.64,0.8,14.4,2.98,327.48,4,Normal
6.4,3.39,616.12,0.87,18.21,3.05,212.25,55,Corrosion
8.07,0.24,291.68,1.07,21.35,2.75,286.71,11,Normal
7.52,0.5,366.54,1.17,15.82,3.31,364.57,8,Normal
7.29,0.56,421.41,1.15,15.17,3.0,359.83,4,Normal
6.4,1.29,902.0,0.59,15.07,2.96,290.17,77,Corrosion
7.17,0.12,303.5,1.27,6.78,3.36,326.06,3,Normal
6.4,2.34,487.72,0.93,19.82,3.17,210.24,50,Corrosion
7.23,0.39,318.07,1.29,11.41,2.73,244.8,13,Normal
6.75,0.53,516.15,0.94,10.48,3.25,384.29,2,Normal
7.01,0.4,451.57,1.49,13.44,2.6,331.57,2,Normal
7.44,0.5,344.19,1.3,16.58,2.77,302.45,11,Normal
6.79,0.64,373.78,0.87,14.9,3.01,344.75,5,Normal
7.38,0.47,476.37,1.12,13.72,2.96,292.59,8,Normal
6.2,2.21,821.92,1.39,18.82,2.5,284.26,78,Corrosion
7.24,0.58,413.73,1.36,16.04,2.98,352.11,3,Normal
7.27,0.52,431.4,0.97,15.03,2.82,262.44,0,Normal
6.9,0.22,312.03,0.95,15.31,2.92,182.21,0,Normal
7.67,0.72,444.58,1.57,12.07,3.57,251.74,15,Normal
7.27,0.25,401.47,1.12,14.54,3.21,304.95,4,Normal
7.04,0.39,481.09,0.8,17.75,3.37,216.56,1,Normal
7.54,0.91,425.2,1.18,18.11,2.92,309.11,13,Normal
6.81,0.53,449.81,1.15,18.2,2.77,273.37,7,Normal
7.77,0.47,420.0,0.98,12.53,3.49,273.61,10,Normal
6.86,0.41,199.83,0.8,12.1,3.19,266.33,2,Normal
7.47,0.78,478.12,0.94,15.42,2.54,293.31,3,Normal
6.94,0.64,657.28,1.15,9.03,2.89,306.12,1,Normal
7.23,0.35,424.53,0.63,12.17,3.19,249.22,1,Normal
7.36,0.39,576.48,0.67,14.33,1.3,68.69,22,Pression Faible
7.11,7.15,1488.18,0.09,17.31,2.86,417.46,89,Contamination
6.38,1.76,920.0,0.7,15.59,2.31,225.28,59,Corrosion
7.74,0.62,150.88,1.37,18.27,2.89,335.86,14,Normal
6.94,0.41,549.85,0.92,9.39,2.98,296.07,6,Normal
7.56,0.5,357.84,1.31,15.36,2.77,357.75,9,Normal
6.08,2.5,935.58,0.48,14.42,2.8,238.32,57,Corrosion
7.58,0.54,485.49,1.0,18.17,3.12,300.67,15,Normal
7.2,0.51,450.69,0.89,13.49,1.53,55.0,44,Pression Faible
7.07,0.71,431.55,0.99,15.75,3.05,224.17,7,Normal
7.1,0.82,334.07,0.9,13.38,2.97,270.84,13,Normal
7.35,0.54,477.35,0.68,13.98,2.93,322.78,11,Normal
7.18,1.66,568.64,0.0,21.02,2.34,56.32,62,Stagnation
6.66,9.36,820.01,0.0,15.25,2.65,286.61,90,Contamination
6.99,0.34,515.85,1.37,17.85,3.16,304.64,12,Normal
6.6,4.09,1308.9,0.0,14.02,3.25,395.03,89,Contamination
7.32,0.72,375.42,0.6,16.84,3.17,303.58,7,Normal
7.13,0.69,301.43,0.77,11.98,3.03,245.61,1,Normal
6.99,0.59,373.94,0.45,15.26,1.57,82.71,24,Pression Faible
6.4,3.57,1055.55,0.82,16.07,3.11,226.5,52,Corrosion
6.64,0.6,286.89,0.71,15.0,2.97,229.4,7,Normal
7.13,7.93,861.5,0.11,11.76,3.54,279.44,96,Contamination
7.24,0.12,393.79,1.07,14.74,2.83,252.67,11,Normal
7.54,0.51,554.08,0.84,13.7,3.24,218.85,2,Normal
6.84,0.72,282.81,0.45,20.61,2.58,309.21,4,Normal
7.53,0.0,423.27,0.14,22.71,2.77,26.13,52,Stagnation
7.41,0.36,258.95,0.61,10.61,3.3,224.27,1,Normal
7.28,0.45,389.74,1.41,13.68,3.18,301.88,4,Normal
7.15,0.96,255.87,1.39,16.97,2.86,381.47,8,Normal
5.52,4.96,837.46,0.07,13.55,3.03,290.68,92,Contamination
5.81,2.81,846.28,0.47,24.4,2.61,116.94,73,Corrosion
6.95,0.25,482.61,1.1,16.2,2.89,286.03,14,Normal
7.09,0.48,483.53,1.1,16.5,3.15,344.22,2,Normal
7.29,0.91,518.88,0.7,12.43,0.84,83.66,24,Pression Faible
5.26,2.87,878.16,1.14,13.98,2.72,317.33,68,Corrosion
7.61,0.36,418.18,1.09,16.12,2.92,364.07,3,Normal
6.63,0.42,444.79,1.14,19.06,3.36,285.72,14,Normal
7.59,0.36,493.09,1.54,18.64,3.03,283.41,3,Normal
6.74,0.56,288.48,0.76,11.43,2.86,298.6,6,Normal
7.28,0.38,506.93,0.94,12.64,3.07,398.18,14,Normal
7.3,0.43,247.25,0.93,15.7,2.88,216.73,3,Normal
6.94,0.79,543.4,0.73,17.02,2.65,370.22,9,Normal
7.2,7.9,685.47,0.08,17.97,3.16,345.74,99,Contamination
7.22,0.38,477.97,0.98,12.38,2.72,226.14,10,Normal
7.05,0.72,417.78,0.84,17.41,2.75,304.77,7,Normal
7.15,1.03,242.28,0.64,10.09,1.12,104.23,32,Pression Faible
7.05,0.4,487.17,1.32,14.73,3.21,246.15,9,Normal
7.61,0.93,452.12,0.37,13.33,3.18,278.93,5,Normal
7.58,0.62,329.35,1.01,12.32,2.95,272.27,12,Normal
7.94,10.23,770.64,0.0,17.02,2.44,302.31,97,Contamination
6.3,3.7,940.28,0.74,10.06,2.81,254.28,57,Corrosion
7.39,0.36,356.49,0.56,8.13,2.67,221.48,3,Normal
7.27,4.96,1038.53,0.0,5.07,3.35,249.99,84,Contamination
7.08,0.21,497.19,1.04,12.52,2.88,383.91,1,Normal
6.94,5.64,917.59,0.0,17.36,3.0,354.98,87,Contamination
6.53,0.27,341.93,1.0,14.56,2.96,320.4,12,Normal
6.93,0.69,443.35,0.9,19.8,3.47,346.64,2,Normal
6.29,0.82,479.48,1.6,18.71,3.47,343.93,8,Normal
7.6,1.4,421.66,0.43,14.08,1.32,81.5,22,Pression Faible
6.83,0.17,325.88,1.24,19.74,3.27,352.87,2,Normal
7.18,0.15,354.48,0.92,13.51,3.02,322.07,14,Normal
7.68,5.44,628.87,0.03,18.17,3.27,271.61,82,Contamination
7.35,0.89,404.39,1.18,13.02,1.03,79.76,46,Pression Faible
6.49,7.02,986.04,0.06,17.6,2.96,277.01,83,Contamination
7.1,0.52,420.21,1.0,20.12,2.7,296.79,14,Normal
6.73,0.57,288.48,0.92,13.88,3.08,272.36,13,Normal
6.52,8.87,1285.37,0.02,17.0,3.39,288.24,92,Contamination
6.99,0.36,345.09,0.82,11.16,2.66,258.53,12,Normal
7.74,1.01,429.28,0.23,24.59,2.42,23.69,45,Stagnation
6.94,0.64,379.53,0.88,12.56,2.77,316.0,5,Normal
6.81,0.7,346.62,0.96,10.99,3.0,283.58,14,Normal
6.96,8.94,1253.31,0.01,15.15,3.08,364.93,81,Contamination
7.61,1.54,510.97,0.24,18.1,2.7,39.84,59,Stagnation
6.8,0.32,314.92,0.78,13.55,3.07,343.28,9,Normal
7.52,0.33,315.53,1.39,16.94,3.02,323.67,15,Normal
7.19,0.6,366.39,1.08,10.47,2.79,266.15,8,Normal
7.09,0.31,346.65,0.55,16.65,2.98,214.74,13,Normal
6.95,0.57,345.7,0.79,14.78,3.1,228.18,7,Normal
7.72,0.8,448.21,0.1,20.95,2.19,27.14,65,Stagnation
7.69,0.23,569.23,0.92,15.11,2.67,261.44,0,Normal
7.05,0.49,379.11,0.78,20.55,0.85,82.05,45,Pression Faible
6.1,1.64,1037.37,0.68,8.52,3.06,182.98,65,Corrosion
6.89,0.64,365.28,1.28,18.63,2.81,339.66,15,Normal
6.97,0.95,330.7,1.31,17.53,3.09,266.47,10,Normal
7.15,0.1,422.44,1.1,15.4,2.11,236.72,5,Normal
6.98,0.56,428.93,0.95,16.91,2.69,330.51,7,Normal
7.34,0.58,381.8,1.55,16.48,2.71,312.42,8,Normal
7.43,0.38,508.93,1.11,7.97,3.09,279.7,15,Normal
7.36,0.69,419.52,1.5,14.46,3.19,340.25,7,Normal
7.17,1.03,340.53,0.77,11.06,1.27,86.51,23,Pression Faible
7.55,0.66,371.52,0.65,16.3,3.33,337.76,7,Normal
7.53,0.46,353.34,0.78,14.83,2.98,310.33,1,Normal
5.95,2.39,744.66,1.08,16.23,2.73,205.15,80,Corrosion
6.8,0.76,455.46,0.51,17.29,3.28,306.22,12,Normal
7.68,0.54,258.32,1.11,15.73,2.82,328.68,5,Normal
6.7,0.7,312.19,0.7,14.66,3.13,308.2,10,Normal
6.41,4.99,860.09,0.04,22.3,2.9,342.97,91,Contamination
7.64,0.62,381.34,1.55,19.33,0.7,87.74,20,Pression Faible
6.0,3.16,751.0,0.55,13.97,2.57,298.92,61,Corrosion
6.85,0.61,221.1,1.2,18.81,1.1,74.04,38,Pression Faible
7.34,0.79,440.86,0.79,10.14,2.67,303.66,6,Normal
6.48,6.39,1034.12,0.0,13.29,3.37,344.45,95,Contamination
7.72,0.61,357.0,1.4,14.9,3.07,297.86,5,Normal
6.32,0.82,449.1,1.1,14.81,3.05,270.14,2,Normal
7.38,0.24,418.61,1.17,14.4,3.11,250.43,7,Normal
6.91,0.55,467.85,0.44,16.57,2.84,290.36,15,Normal
6.8,0.33,496.61,1.01,13.85,2.97,324.46,6,Normal
7.35,5.85,1527.89,0.1,19.65,2.92,332.87,90,Contamination
6.13,3.35,1079.91,0.49,12.74,2.52,308.57,79,Corrosion
5.74,6.79,1308.76,0.11,18.72,2.5,252.03,90,Contamination
6.85,0.39,381.71,0.65,19.41,2.6,367.31,4,Normal
7.56,0.68,330.62,1.1,11.17,3.27,296.3,4,Normal
5.84,1.52,404.5,0.49,19.34,2.64,239.84,77,Corrosion
7.4,0.86,532.5,0.71,9.17,3.71,413.45,11,Normal
7.26,0.42,496.32,0.87,14.66,1.47,86.69,31,Pression Faible
5.53,2.24,1032.23,0.95,16.79,3.17,228.3,71,Corrosion
7.25,0.1,355.03,1.23,13.83,2.86,247.93,3,Normal
7.5,0.61,482.54,0.48,14.52,2.92,285.97,10,Normal
7.02,0.43,484.96,0.43,20.33,3.15,297.88,5,Normal
6.36,1.34,767.06,0.76,20.1,2.78,277.0,63,Corrosion
5.76,2.89,1235.45,1.1,15.76,3.07,284.65,80,Corrosion
7.35,0.72,510.45,0.96,16.93,2.89,253.85,10,Normal
7.12,0.48,233.84,1.26,6.7,3.81,375.09,11,Normal
7.12,0.5,430.3,0.82,15.58,2.96,295.29,5,Normal
7.25,0.24,403.96,1.05,15.39,2.94,356.89,9,Normal
7.09,0.55,529.73,0.98,15.64,2.97,361.87,0,Normal
7.12,1.19,389.64,0.64,17.04,1.11,92.41,50,Pression Faible
6.38,0.5,354.04,0.68,13.34,2.83,297.6,1,Normal
6.79,0.56,536.62,1.08,17.43,3.33,361.82,10,Normal
7.76,0.65,328.15,1.14,17.12,1.43,117.79,50,Pression Faible
7.5,1.41,351.96,0.31,21.33,2.41,26.53,60,Stagnation
7.01,0.35,347.63,0.59,12.64,3.58,336.78,15,Normal
7.48,0.74,583.41,0.47,11.31,2.76,276.51,2,Normal
7.11,0.41,421.93,1.01,12.83,2.35,250.36,10,Normal
7.04,0.45,287.03,0.85,11.61,2.96,246.35,2,Normal
6.32,3.38,1153.95,0.01,21.63,3.02,296.51,100,Contamination
5.68,2.8,1038.14,0.84,20.81,2.98,304.82,60,Corrosion
7.24,0.64,320.32,0.86,16.05,3.1,325.38,8,Normal
7.53,0.22,302.55,1.07,12.83,4.01,325.79,2,Normal
7.18,0.4,351.98,1.01,15.34,2.86,286.34,3,Normal
6.4,3.61,950.41,0.4,17.62,3.42,332.19,51,Corrosion
7.42,0.78,405.34,1.19,12.96,3.09,366.48,13,Normal
7.02,0.54,409.75,0.83,16.95,1.06,114.37,48,Pression Faible
6.81,0.75,323.52,0.46,15.71,2.92,244.52,12,Normal
6.7,0.5,497.58,1.18,15.17,3.14,298.64,12,Normal
6.77,0.22,379.68,0.95,17.55,3.23,330.26,15,Normal
5.89,1.4,982.41,0.96,8.83,2.47,208.54,68,Corrosion
7.55,0.8,446.19,0.08,21.68,2.29,23.61,61,Stagnation
6.88,0.58,457.11,0.77,19.56,2.91,376.51,14,Normal
7.01,0.1,440.22,1.07,15.1,2.81,298.27,1,Normal
7.05,0.44,484.16,1.06,16.83,2.93,282.9,10,Normal
6.85,0.43,67.89,0.82,14.75,3.17,286.57,3,Normal
7.3,0.1,394.32,0.5,11.38,2.94,363.81,5,Normal
7.3,6.04,1194.14,0.01,15.82,3.03,230.73,85,Contamination
6.24,2.19,1065.11,1.09,10.98,2.57,198.67,67,Corrosion
6.66,0.49,644.13,1.08,20.75,1.45,65.16,22,Pression Faible
7.09,0.62,443.75,0.83,10.47,3.99,292.94,15,Normal
5.87,2.59,851.45,0.84,19.86,2.75,180.24,63,Corrosion
7.15,0.66,542.39,1.25,15.32,0.82,55.48,25,Pression Faible
7.51,1.37,412.54,0.05,20.81,2.49,10.0,53,Stagnation
6.87,0.37,520.75,0.76,15.54,3.07,364.9,3,Normal
7.58,0.49,352.45,0.8,14.28,2.87,327.68,6,Normal
7.33,0.62,525.93,1.56,15.37,3.33,282.42,8,Normal
7.97,1.73,550.84,0.11,20.66,2.08,29.6,49,Stagnation
7.66,0.44,478.51,1.25,14.15,3.39,154.57,1,Normal
6.83,0.32,318.03,1.1,15.87,3.12,329.8,15,Normal
6.91,0.26,439.63,0.81,10.29,3.29,369.76,11,Normal
7.67,0.54,462.59,1.41,13.08,3.33,313.77,2,Normal
7.47,0.54,529.63,1.07,10.55,3.44,252.62,15,Normal
7.58,0.48,517.6,1.34,16.29,3.15,321.13,0,Normal
6.6,0.52,288.39,1.05,11.57,2.64,380.25,9,Normal
7.52,0.8,418.48,0.83,16.71,1.0,99.87,35,Pression Faible
6.8,5.16,1206.51,0.02,19.31,2.74,323.43,89,Contamination
6.4,1.92,873.88,0.94,14.69,2.99,283.32,65,Corrosion
7.52,0.38,305.72,0.91,12.1,3.17,241.91,8,Normal
7.9,0.76,401.26,1.26,10.09,3.76,270.49,12,Normal
7.16,0.13,448.63,0.67,15.3,2.84,246.11,12,Normal
6.96,0.55,271.85,0.78,16.99,3.78,323.88,14,Normal
6.92,0.43,403.16,0.9,17.71,3.07,345.39,14,Normal
7.11,0.77,383.35,0.71,21.53,2.45,263.06,7,Normal
6.5,11.02,1742.06,0.12,16.68,3.63,318.42,98,Contamination
7.49,0.54,395.05,0.92,14.37,3.18,318.36,3,Normal
7.19,0.8,103.32,1.15,17.15,3.34,296.76,11,Normal
7.17,7.97,1647.35,0.03,19.07,3.4,193.8,93,Contamination
6.99,1.24,509.25,1.06,13.65,0.94,68.18,38,Pression Faible
7.66,0.37,410.14,0.77,17.53,2.84,295.12,1,Normal
5.65,2.77,1202.3,0.0,26.42,2.28,259.99,96,Contamination
7.21,0.43,289.59,0.71,12.03,2.91,397.6,15,Normal
7.22,0.74,450.7,1.33,6.6,2.91,365.36,7,Normal
7.03,0.85,548.39,0.86,13.49,2.7,268.52,2,Normal
6.83,0.59,254.4,1.18,16.88,2.5,377.49,1,Normal
7.35,0.65,324.13,1.19,18.38,2.97,400.1,4,Normal
7.21,0.73,429.3,1.18,9.99,3.11,263.25,14,Normal
6.95,0.85,378.62,0.7,13.92,2.61,371.69,5,Normal
6.99,0.96,535.61,0.75,16.6,0.89,128.92,45,Pression Faible
7.48,0.46,322.72,0.97,13.98,3.59,238.72,1,Normal
7.24,0.5,388.26,0.97,14.65,3.26,330.45,13,Normal
7.33,0.1,429.98,0.5,16.94,3.44,253.69,4,Normal
6.79,4.8,1570.63,0.05,24.91,3.02,312.12,88,Contamination
7.22,0.66,226.23,1.03,14.79,3.22,290.61,2,Normal
6.89,0.5,291.72,0.42,17.18,3.17,323.35,12,Normal
7.59,0.37,256.89,0.98,13.96,2.75,296.01,8,Normal
7.02,0.13,355.88,0.66,15.69,2.8,355.58,0,Normal
6.4,3.04,589.79,1.25,20.73,2.81,329.38,69,Corrosion
7.03,0.13,323.97,1.52,10.53,3.0,301.71,13,Normal
7.05,0.41,407.22,0.83,10.73,3.06,353.67,4,Normal
7.46,0.34,274.88,0.91,19.7,3.19,335.2,3,Normal
7.47,0.93,412.06,1.1,13.36,0.78,94.46,38,Pression Faible
6.4,1.61,1064.38,1.3,15.99,2.47,257.38,75,Corrosion
7.03,0.38,443.32,0.52,10.67,3.01,298.88,11,Normal
7.27,9.75,1231.35,0.08,14.1,3.13,273.68,88,Contamination
7.22,0.48,503.3,0.61,8.15,2.94,323.43,15,Normal
7.25,0.75,443.74,0.83,8.02,2.93,351.4,15,Normal
7.08,0.51,442.14,0.7,16.87,3.49,291.36,8,Normal
6.86,0.49,177.56,1.1,16.36,3.5,290.3,12,Normal
7.32,0.33,364.36,0.54,14.42,2.91,314.96,10,Normal
7.25,1.24,416.66,0.07,22.16,2.51,37.61,41,Stagnation
5.95,2.22,863.84,0.59,14.92,3.61,195.24,79,Corrosion
7.12,0.42,375.28,0.9,15.84,2.49,351.86,11,Normal
7.39,0.25,173.09,0.71,14.27,3.77,327.16,9,Normal
6.66,0.36,394.68,1.08,11.06,2.96,264.12,15,Normal
6.12,6.52,1432.16,0.09,20.3,2.75,335.73,83,Contamination
7.29,0.84,338.83,0.75,15.22,1.93,86.02,27,Pression Faible
7.02,0.33,350.82,1.65,13.8,3.27,281.2,14,Normal
6.1,3.13,785.62,0.61,20.98,3.19,297.44,60,Corrosion
7.44,0.59,601.78,1.01,16.73,2.56,258.75,13,Normal
7.02,1.84,194.75,0.06,16.01,2.25,25.09,42,Stagnation
7.62,0.58,316.69,1.32,15.05,3.01,239.87,6,Normal
